order_id,supplier_id,material_id,quantity,delivered_qty,accepted_qty,rejected_qty,order_date,expected_delivery,actual_delivery,delay_days,delayed,partial_delivery,quality_issue,backup_used,jit_triggered,unit_price,transport_cost,storage_cost,total_cost,weather_risk,month,season
O0174,S7,M5,1924,1924,1924,0,2025-10-16,2025-10-27,2025-11-03,7,1,0,0,1,0,73.29,2700.0,24.5,143737.84,0.15,10,Peak
O0175,S1,M3,609,609,609,0,2025-09-14,2025-09-21,2025-09-23,2,1,0,0,0,0,93.69,800.0,10.0,57867.47,0.25,9,Normal
O0176,S10,M1,375,375,375,0,2025-09-11,2025-09-19,2025-09-19,0,0,0,0,0,0,93.69,1610.0,0.0,36742.8,0.25,9,Normal
O0177,S9,M6,586,586,586,0,2025-02-11,2025-02-20,2025-02-20,0,0,0,0,0,0,81.99,2090.0,0.0,50137.41,0.1,2,Normal
O0178,S7,M2,879,879,879,0,2024-09-25,2024-10-09,2024-10-19,10,1,0,0,1,0,71.94,2700.0,35.0,65967.31,0.25,9,Normal
O0179,S2,M3,385,385,385,0,2024-03-16,2024-03-22,2024-03-22,0,0,0,0,0,0,89.14,500.0,0.0,34817.32,0.05,3,Normal
O0180,S6,M2,625,625,625,0,2025-07-17,2025-07-21,2025-07-21,0,0,0,0,0,0,89.21,420.0,0.0,56177.35,0.4,7,Normal
O0181,S6,M4,1188,1188,1188,0,2024-05-04,2024-05-07,2024-05-07,0,0,0,0,0,0,88.64,420.0,0.0,105719.62,0.1,5,Normal
O0182,S8,M3,716,716,716,0,2025-09-18,2025-09-24,2025-09-24,0,0,0,0,0,0,98.25,1890.0,0.0,72238.3,0.25,9,Normal
O0183,S7,M2,883,883,883,0,2024-05-08,2024-05-19,2024-05-19,0,0,0,0,0,0,74.72,2700.0,0.0,68678.92,0.1,5,Normal
O0184,S9,M3,419,419,419,0,2024-05-12,2024-05-19,2024-05-19,0,0,0,0,0,0,79.23,2090.0,0.0,35286.59,0.1,5,Normal
O0185,S4,M6,1318,1318,1318,0,2025-06-15,2025-06-17,2025-06-17,0,0,0,0,0,0,101.06,150.0,0.0,133352.73,0.35,6,Normal
O0186,S5,M2,684,684,684,0,2025-05-29,2025-06-04,2025-06-14,10,1,0,0,1,0,93.08,1320.0,50.0,65038.61,0.1,5,Normal
O0187,S10,M1,247,247,247,0,2024-01-30,2024-02-06,2024-02-06,0,0,0,0,0,1,94.29,1610.0,0.0,24900.28,0.1,1,Normal
O0188,S8,M5,1893,1893,1893,0,2025-10-19,2025-10-28,2025-10-28,0,0,0,0,0,0,97.54,1890.0,0.0,186542.18,0.15,10,Peak
O0189,S1,M3,370,370,370,0,2025-03-26,2025-04-02,2025-04-02,0,0,0,0,0,0,97.07,800.0,0.0,36717.55,0.05,3,Normal
O0190,S6,M7,882,882,882,0,2024-05-13,2024-05-15,2024-05-15,0,0,0,0,0,0,85.78,420.0,0.0,76079.45,0.1,5,Normal
O0191,S2,M1,939,939,939,0,2024-10-24,2024-10-30,2024-11-02,3,1,0,0,0,0,86.88,500.0,12.0,82091.94,0.15,10,Peak
O0192,S4,M3,673,673,673,0,2025-05-25,2025-05-30,2025-05-30,0,0,0,0,0,0,109.67,150.0,0.0,73961.24,0.1,5,Normal
O0193,S9,M8,493,493,493,0,2024-09-03,2024-09-12,2024-09-17,5,1,0,0,0,0,83.26,2090.0,27.5,43167.11,0.25,9,Normal
O0194,S8,M5,508,508,508,0,2025-07-03,2025-07-09,2025-07-09,0,0,0,0,0,0,100.59,1890.0,0.0,52987.58,0.4,7,Normal
O0195,S6,M1,220,220,220,0,2025-02-14,2025-02-17,2025-02-17,0,0,0,0,0,1,87.56,420.0,0.0,19683.89,0.1,2,Normal
O0196,S9,M5,1357,1357,1357,0,2025-09-30,2025-10-07,2025-10-09,2,1,0,0,0,0,80.68,2090.0,11.0,111584.44,0.25,9,Normal
O0197,S6,M3,496,275,275,0,2024-07-22,2024-07-27,2024-07-27,0,0,1,0,0,0,87.77,420.0,0.0,24556.46,0.4,7,Normal
O0198,S8,M3,720,720,720,0,2025-09-12,2025-09-19,2025-09-19,0,0,0,0,0,0,102.81,1890.0,0.0,75911.78,0.25,9,Normal
O0199,S5,M6,1255,1255,1255,0,2025-06-03,2025-06-11,2025-06-11,0,0,0,0,0,0,88.82,1320.0,0.0,112783.1,0.35,6,Normal
O0200,S2,M7,621,621,621,0,2025-08-20,2025-08-23,2025-08-23,0,0,0,0,0,0,89.01,500.0,0.0,55776.75,0.35,8,Normal
O0201,S10,M4,693,693,693,0,2024-02-22,2024-02-28,2024-02-28,0,0,0,0,0,0,91.89,1610.0,0.0,65286.84,0.1,2,Normal
O0202,S4,M1,796,796,796,0,2025-08-09,2025-08-11,2025-08-11,0,0,0,0,0,0,104.09,150.0,0.0,83002.52,0.35,8,Normal
O0203,S4,M7,892,892,892,0,2025-05-28,2025-06-02,2025-06-02,0,0,0,0,0,0,101.2,150.0,0.0,90420.28,0.1,5,Normal
O0204,S4,M6,1232,1232,1232,0,2025-11-09,2025-11-14,2025-11-14,0,0,0,0,0,0,103.34,150.0,0.0,127470.34,0.1,11,Peak
O0205,S6,M5,1131,1131,1131,0,2025-09-16,2025-09-19,2025-09-19,0,0,0,0,0,0,92.24,420.0,0.0,104747.84,0.25,9,Normal
O0206,S5,M4,1301,1301,1301,0,2025-12-07,2025-12-14,2025-12-14,0,0,0,0,0,0,91.99,1320.0,0.0,121005.47,0.1,12,Peak
O0207,S5,M2,776,776,776,0,2025-08-10,2025-08-18,2025-08-18,0,0,0,0,0,0,92.46,1320.0,0.0,73067.08,0.35,8,Normal
O0208,S3,M5,630,630,630,0,2024-02-13,2024-02-21,2024-02-21,0,0,0,0,0,0,77.84,2160.0,0.0,51197.2,0.1,2,Normal
O0209,S4,M5,1196,1196,1196,0,2025-07-29,2025-08-01,2025-08-01,0,0,0,0,0,0,100.28,150.0,0.0,120088.51,0.4,7,Normal
O0210,S9,M4,762,762,762,0,2025-10-15,2025-10-22,2025-10-22,0,0,0,0,0,0,84.22,2090.0,0.0,66265.85,0.15,10,Peak
O0211,S1,M3,415,415,415,0,2025-02-20,2025-02-27,2025-02-27,0,0,0,0,0,0,93.3,800.0,0.0,39519.95,0.1,2,Normal
O0212,S1,M2,837,837,837,0,2025-10-29,2025-11-02,2025-11-02,0,0,0,0,0,0,91.92,800.0,0.0,77737.03,0.15,10,Peak
O0213,S1,M7,480,349,349,0,2025-05-22,2025-05-28,2025-05-28,0,0,1,0,0,0,99.59,800.0,0.0,35556.37,0.1,5,Normal
O0214,S5,M8,813,813,813,0,2025-10-18,2025-10-26,2025-10-26,0,0,0,0,0,0,87.96,1320.0,0.0,72827.85,0.15,10,Peak
O0215,S2,M6,1163,738,738,0,2024-06-15,2024-06-20,2024-06-20,0,0,1,0,0,0,86.48,500.0,0.0,64324.02,0.35,6,Normal
O0216,S4,M3,701,701,701,0,2025-09-17,2025-09-22,2025-09-22,0,0,0,0,0,0,106.78,150.0,0.0,75000.81,0.25,9,Normal
O0217,S3,M3,370,370,370,0,2025-05-03,2025-05-12,2025-05-19,7,1,0,0,1,0,81.54,2160.0,42.0,32372.34,0.1,5,Normal
O0218,S5,M1,663,663,663,0,2024-09-24,2024-09-30,2024-10-02,2,1,0,0,0,0,91.67,1320.0,10.0,62110.3,0.25,9,Normal
O0219,S5,M2,1104,1104,1104,0,2025-10-16,2025-10-23,2025-10-23,0,0,0,0,0,0,89.8,1320.0,0.0,100463.22,0.15,10,Peak
O0220,S8,M6,973,973,973,0,2025-03-01,2025-03-10,2025-03-10,0,0,0,0,0,0,100.57,1890.0,0.0,99740.94,0.05,3,Normal
O0221,S10,M2,596,596,596,0,2025-06-22,2025-06-29,2025-07-09,10,1,0,0,1,0,96.75,1610.0,48.0,59319.13,0.35,6,Normal
O0222,S4,M3,391,391,391,0,2024-06-17,2024-06-22,2024-06-22,0,0,0,0,0,0,100.7,150.0,0.0,39525.61,0.35,6,Normal
O0223,S9,M8,457,313,313,0,2024-02-26,2024-03-07,2024-03-07,0,0,1,0,0,0,83.83,2090.0,0.0,28329.07,0.1,2,Normal
O0224,S7,M5,1058,1058,1058,0,2024-01-04,2024-01-15,2024-01-21,6,1,0,0,1,0,68.83,2700.0,21.0,75547.2,0.1,1,Normal
O0225,S2,M8,377,377,377,0,2024-02-02,2024-02-06,2024-02-06,0,0,0,0,0,0,86.24,500.0,0.0,33012.48,0.1,2,Normal
O0226,S7,M6,725,725,725,0,2025-01-26,2025-02-09,2025-02-09,0,0,0,0,0,0,72.28,2700.0,0.0,55105.15,0.1,1,Normal
O0227,S6,M2,895,895,895,0,2024-07-01,2024-07-06,2024-07-06,0,0,0,0,0,0,83.63,420.0,0.0,75269.36,0.4,7,Normal
O0228,S1,M5,1114,1114,1114,0,2025-04-19,2025-04-26,2025-04-26,0,0,0,0,0,0,93.54,800.0,0.0,105001.91,0.05,4,Normal
O0229,S5,M4,404,404,404,0,2024-04-25,2024-05-03,2024-05-03,0,0,0,0,0,0,87.67,1320.0,0.0,36737.06,0.05,4,Normal
O0230,S2,M2,352,352,352,0,2025-08-31,2025-09-03,2025-09-04,1,1,0,0,0,0,82.6,500.0,4.0,29578.07,0.35,8,Normal
O0231,S1,M3,672,672,672,0,2025-05-30,2025-06-04,2025-06-04,0,0,0,0,0,0,95.93,800.0,0.0,65265.11,0.1,5,Normal
O0232,S6,M4,1541,1541,1541,0,2024-11-05,2024-11-08,2024-11-08,0,0,0,0,0,0,88.81,420.0,0.0,137271.08,0.1,11,Peak
O0233,S3,M7,696,696,696,0,2025-07-23,2025-08-02,2025-08-02,0,0,0,0,0,0,76.59,2160.0,0.0,55463.95,0.4,7,Normal
O0234,S7,M7,587,587,587,0,2024-06-01,2024-06-13,2024-06-13,0,0,0,0,0,0,70.57,2700.0,0.0,44121.83,0.35,6,Normal
O0235,S3,M8,509,509,509,0,2024-02-29,2024-03-11,2024-03-11,0,0,0,0,0,0,75.69,2160.0,0.0,40684.19,0.1,2,Normal
O0236,S2,M8,302,302,302,0,2025-01-14,2025-01-18,2025-01-25,7,1,0,0,1,0,88.18,500.0,28.0,27157.08,0.1,1,Normal
O0237,S4,M4,567,567,567,0,2025-05-05,2025-05-09,2025-05-09,0,0,0,0,0,0,101.75,150.0,0.0,57839.56,0.1,5,Normal
O0238,S2,M8,824,824,824,0,2024-09-05,2024-09-09,2024-09-09,0,0,0,0,0,0,83.16,500.0,0.0,69020.55,0.25,9,Normal
O0239,S8,M6,959,959,959,0,2024-11-11,2024-11-20,2024-11-20,0,0,0,0,0,0,100.56,1890.0,0.0,98330.84,0.1,11,Peak
O0240,S6,M4,552,552,552,0,2025-01-14,2025-01-16,2025-01-16,0,0,0,0,0,0,85.89,420.0,0.0,47833.94,0.1,1,Normal
O0241,S10,M7,593,593,593,0,2024-10-29,2024-11-05,2024-11-05,0,0,0,0,0,0,93.47,1610.0,0.0,57038.29,0.15,10,Peak
O0242,S6,M5,1466,1466,1466,0,2025-05-15,2025-05-20,2025-05-20,0,0,0,0,0,0,84.83,420.0,0.0,124783.18,0.1,5,Normal
O0243,S9,M8,850,850,850,0,2024-07-07,2024-07-14,2024-07-14,0,0,0,0,0,0,84.61,2090.0,0.0,74006.43,0.4,7,Normal
O0244,S1,M1,254,178,178,0,2025-02-26,2025-03-03,2025-03-06,3,1,1,0,0,1,96.12,800.0,15.0,17924.26,0.1,2,Normal
O0245,S10,M8,829,829,698,131,2025-11-06,2025-11-11,2025-11-11,0,0,0,1,0,0,93.33,1610.0,0.0,66755.99,0.1,11,Peak
O0246,S5,M1,656,656,656,0,2025-05-29,2025-06-06,2025-06-06,0,0,0,0,0,0,86.37,1320.0,0.0,57976.64,0.1,5,Normal
O0247,S3,M4,895,895,895,0,2024-07-15,2024-07-25,2024-07-25,0,0,0,0,0,0,77.01,2160.0,0.0,71083.77,0.4,7,Normal
O0248,S7,M8,490,490,490,0,2025-08-01,2025-08-13,2025-08-15,2,1,0,0,0,0,73.87,2700.0,7.0,38902.82,0.35,8,Normal
O0249,S2,M7,521,521,521,0,2025-01-23,2025-01-29,2025-01-30,1,1,0,0,0,0,87.94,500.0,4.0,46318.29,0.1,1,Normal
O0250,S6,M2,894,894,894,0,2025-06-24,2025-06-27,2025-06-27,0,0,0,0,0,0,87.78,420.0,0.0,78899.26,0.35,6,Normal
O0251,S1,M2,1154,1154,1154,0,2025-12-01,2025-12-05,2025-12-05,0,0,0,0,0,0,92.22,800.0,0.0,107219.57,0.1,12,Peak
O0252,S3,M7,503,503,503,0,2024-03-19,2024-03-28,2024-03-28,0,0,0,0,0,0,78.32,2160.0,0.0,41553.14,0.05,3,Normal
O0253,S7,M3,743,743,639,104,2025-12-06,2025-12-19,2025-12-26,7,1,0,1,1,0,72.82,2700.0,24.5,49256.37,0.1,12,Peak
O0254,S10,M7,519,519,519,0,2024-11-30,2024-12-07,2024-12-07,0,0,0,0,0,0,93.49,1610.0,0.0,50133.0,0.1,11,Peak
O0255,S7,M7,825,825,825,0,2024-07-09,2024-07-23,2024-08-02,10,1,0,0,1,0,68.93,2700.0,35.0,59601.63,0.4,7,Normal
O0256,S5,M3,463,463,463,0,2025-01-24,2025-01-30,2025-01-30,0,0,0,0,0,0,85.55,1320.0,0.0,40928.15,0.1,1,Normal
O0257,S5,M8,643,643,643,0,2025-01-03,2025-01-08,2025-01-11,3,1,0,0,0,0,90.11,1320.0,15.0,59277.0,0.1,1,Normal
O0258,S2,M1,405,405,405,0,2024-04-01,2024-04-04,2024-04-04,0,0,0,0,0,0,80.85,500.0,0.0,33246.23,0.05,4,Normal
O0259,S7,M7,771,771,771,0,2024-03-27,2024-04-08,2024-04-08,0,0,0,0,0,0,69.4,2700.0,0.0,56207.13,0.05,3,Normal
O0260,S5,M5,645,645,645,0,2025-05-19,2025-05-25,2025-05-25,0,0,0,0,0,0,86.19,1320.0,0.0,56914.03,0.1,5,Normal
O0261,S5,M4,1035,1035,922,113,2025-10-02,2025-10-08,2025-10-08,0,0,0,1,0,0,93.07,1320.0,0.0,87134.71,0.15,10,Peak
O0262,S7,M6,676,676,676,0,2025-03-26,2025-04-07,2025-04-17,10,1,0,0,1,0,70.66,2700.0,35.0,50502.59,0.05,3,Normal
O0263,S7,M6,1444,1444,1444,0,2024-10-25,2024-11-08,2024-11-08,0,0,0,0,0,0,70.42,2700.0,0.0,104383.82,0.15,10,Peak
O0264,S7,M6,1224,1224,1224,0,2024-04-26,2024-05-08,2024-05-08,0,0,0,0,0,0,72.36,2700.0,0.0,91269.51,0.05,4,Normal
O0265,S8,M4,934,934,934,0,2025-03-24,2025-03-30,2025-03-30,0,0,0,0,0,0,97.99,1890.0,0.0,93415.62,0.05,3,Normal
O0266,S5,M4,1065,954,954,0,2024-09-15,2024-09-23,2024-09-23,0,0,1,0,0,0,89.11,1320.0,0.0,86328.31,0.25,9,Normal
O0267,S9,M7,375,375,375,0,2025-07-10,2025-07-19,2025-07-19,0,0,0,0,0,0,85.4,2090.0,0.0,34114.28,0.4,7,Normal
O0268,S2,M4,1304,1165,1165,0,2025-11-04,2025-11-08,2025-11-08,0,0,1,0,0,0,84.15,500.0,0.0,98530.96,0.1,11,Peak
O0269,S6,M7,339,339,339,0,2024-04-18,2024-04-22,2024-04-22,0,0,0,0,0,0,89.65,420.0,0.0,30811.84,0.05,4,Normal
O0270,S4,M8,454,454,454,0,2025-01-18,2025-01-21,2025-01-21,0,0,0,0,0,0,104.12,150.0,0.0,47419.45,0.1,1,Normal
O0271,S2,M2,508,508,508,0,2024-05-25,2024-05-30,2024-05-30,0,0,0,0,0,0,84.8,500.0,0.0,43577.07,0.1,5,Normal
O0272,S8,M8,476,476,476,0,2024-11-22,2024-11-28,2024-11-28,0,0,0,0,0,0,99.45,1890.0,0.0,49228.25,0.1,11,Peak
O0273,S3,M4,566,566,566,0,2025-06-12,2025-06-21,2025-06-21,0,0,0,0,0,0,80.32,2160.0,0.0,47622.53,0.35,6,Normal
O0274,S3,M3,677,677,677,0,2025-10-17,2025-10-28,2025-11-07,10,1,0,0,1,0,77.45,2160.0,60.0,54654.0,0.15,10,Peak
O0275,S1,M4,622,622,622,0,2024-07-29,2024-08-02,2024-08-02,0,0,0,0,0,0,93.73,800.0,0.0,59096.97,0.4,7,Normal
O0276,S4,M8,434,434,434,0,2024-04-26,2024-05-01,2024-05-01,0,0,0,0,0,0,106.17,150.0,0.0,46227.23,0.05,4,Normal
O0277,S10,M2,690,690,690,0,2024-12-22,2024-12-30,2024-12-30,0,0,0,0,0,0,91.12,1610.0,0.0,64480.2,0.1,12,Peak
O0278,S10,M2,532,532,532,0,2025-11-19,2025-11-24,2025-11-24,0,0,0,0,0,0,89.66,1610.0,0.0,49311.59,0.1,11,Peak
O0279,S7,M7,513,513,513,0,2025-09-02,2025-09-16,2025-09-16,0,0,0,0,0,0,75.02,2700.0,0.0,41184.21,0.25,9,Normal
O0280,S3,M3,354,354,354,0,2025-05-16,2025-05-25,2025-05-25,0,0,0,0,0,0,76.9,2160.0,0.0,29382.78,0.1,5,Normal
O0281,S1,M8,417,417,417,0,2024-05-19,2024-05-26,2024-05-26,0,0,0,0,0,0,96.75,800.0,0.0,41146.68,0.1,5,Normal
O0282,S7,M8,400,400,367,33,2025-05-15,2025-05-26,2025-05-26,0,0,0,1,0,0,70.48,2700.0,0.0,28565.58,0.1,5,Normal
O0283,S8,M8,606,606,606,0,2025-07-16,2025-07-22,2025-07-22,0,0,0,0,0,0,98.41,1890.0,0.0,61527.69,0.4,7,Normal
O0284,S1,M8,431,431,431,0,2025-07-13,2025-07-20,2025-07-24,4,1,0,0,0,0,94.52,800.0,20.0,41559.18,0.4,7,Normal
O0285,S6,M2,737,737,737,0,2025-03-25,2025-03-27,2025-03-27,0,0,0,0,0,0,88.77,420.0,0.0,65846.24,0.05,3,Normal
O0286,S6,M7,820,820,820,0,2024-06-18,2024-06-21,2024-06-21,0,0,0,0,0,0,88.28,420.0,0.0,72812.94,0.35,6,Normal
O0287,S10,M3,931,931,931,0,2024-11-27,2024-12-04,2024-12-04,0,0,0,0,0,0,97.52,1610.0,0.0,92396.5,0.1,11,Peak
O0288,S2,M3,510,431,431,0,2025-02-25,2025-03-02,2025-03-02,0,0,1,0,0,0,86.8,500.0,0.0,37909.45,0.1,2,Normal
O0289,S4,M7,449,449,449,0,2025-05-16,2025-05-20,2025-05-20,0,0,0,0,0,0,108.09,150.0,0.0,48683.89,0.1,5,Normal
O0290,S2,M7,918,918,918,0,2025-06-11,2025-06-16,2025-06-16,0,0,0,0,0,0,88.14,500.0,0.0,81408.59,0.35,6,Normal
O0291,S2,M8,908,908,908,0,2025-10-12,2025-10-17,2025-10-17,0,0,0,0,0,0,88.98,500.0,0.0,81293.02,0.15,10,Peak
O0292,S4,M8,641,641,641,0,2024-10-01,2024-10-05,2024-10-05,0,0,0,0,0,0,104.85,150.0,0.0,67356.32,0.15,10,Peak
O0293,S6,M1,239,239,193,46,2024-02-17,2024-02-22,2024-02-25,3,1,0,1,0,1,85.38,420.0,13.5,16911.92,0.1,2,Normal
O0294,S3,M5,1443,1443,1443,0,2024-06-11,2024-06-21,2024-06-27,6,1,0,0,1,0,81.15,2160.0,36.0,119294.93,0.35,6,Normal
O0295,S3,M1,450,450,450,0,2025-02-09,2025-02-18,2025-02-18,0,0,0,0,0,0,75.76,2160.0,0.0,36254.11,0.1,2,Normal
O0296,S2,M3,359,359,359,0,2025-08-30,2025-09-05,2025-09-11,6,1,0,0,1,0,84.34,500.0,24.0,30801.94,0.35,8,Normal
O0297,S3,M8,393,393,393,0,2024-03-13,2024-03-21,2024-03-21,0,0,0,0,0,0,80.97,2160.0,0.0,33981.88,0.05,3,Normal
O0298,S3,M7,799,607,607,0,2024-05-16,2024-05-25,2024-06-04,10,1,1,0,1,0,79.73,2160.0,60.0,50619.13,0.1,5,Normal
O0299,S3,M7,955,955,955,0,2025-09-22,2025-10-01,2025-10-03,2,1,0,0,0,0,79.79,2160.0,12.0,78375.34,0.25,9,Normal
O0300,S6,M7,1265,1265,1265,0,2024-11-18,2024-11-21,2024-11-21,0,0,0,0,0,0,88.88,420.0,0.0,112853.29,0.1,11,Peak
O0301,S10,M5,711,711,711,0,2025-12-08,2025-12-15,2025-12-15,0,0,0,0,0,0,91.99,1610.0,0.0,67017.23,0.1,12,Peak
O0302,S1,M4,708,708,708,0,2025-05-21,2025-05-26,2025-05-26,0,0,0,0,0,0,99.54,800.0,0.0,71272.99,0.1,5,Normal
O0303,S6,M6,798,798,798,0,2024-05-15,2024-05-20,2024-05-20,0,0,0,0,0,0,92.0,420.0,0.0,73835.35,0.1,5,Normal
O0304,S2,M1,312,312,312,0,2025-08-24,2025-08-29,2025-08-30,1,1,0,0,0,0,83.19,500.0,4.0,26457.77,0.35,8,Normal
O0305,S9,M7,757,757,757,0,2025-03-09,2025-03-16,2025-03-16,0,0,0,0,0,0,78.59,2090.0,0.0,61579.22,0.05,3,Normal
O0306,S2,M4,870,870,870,0,2024-06-08,2024-06-14,2024-06-14,0,0,0,0,0,0,86.22,500.0,0.0,75508.63,0.35,6,Normal
O0307,S5,M7,449,334,284,50,2024-09-01,2024-09-06,2024-09-06,0,0,1,1,0,0,91.42,1320.0,0.0,27283.98,0.25,9,Normal
O0308,S3,M2,616,616,616,0,2024-01-13,2024-01-21,2024-01-27,6,1,0,0,1,0,79.72,2160.0,36.0,51304.73,0.1,1,Normal
O0309,S3,M6,1124,1124,1124,0,2024-05-09,2024-05-19,2024-05-19,0,0,0,0,0,0,76.71,2160.0,0.0,88385.51,0.1,5,Normal
O0310,S7,M5,592,592,487,105,2025-06-20,2025-07-01,2025-07-01,0,0,0,1,0,0,69.6,2700.0,0.0,36595.95,0.35,6,Normal
O0311,S3,M5,1324,1324,1324,0,2024-04-15,2024-04-23,2024-04-23,0,0,0,0,0,0,80.83,2160.0,0.0,109180.04,0.05,4,Normal
O0312,S4,M1,410,410,410,0,2025-04-28,2025-05-01,2025-05-01,0,0,0,0,0,0,108.18,150.0,0.0,44504.91,0.05,4,Normal
O0313,S7,M4,838,838,838,0,2024-11-25,2024-12-08,2024-12-10,2,1,0,0,0,0,73.25,2700.0,7.0,64088.78,0.1,11,Peak
O0314,S1,M3,645,645,645,0,2024-08-16,2024-08-20,2024-08-20,0,0,0,0,0,0,92.93,800.0,0.0,60741.09,0.35,8,Normal
O0315,S5,M6,853,853,853,0,2024-03-29,2024-04-03,2024-04-03,0,0,0,0,0,0,92.16,1320.0,0.0,79929.22,0.05,3,Normal
O0316,S4,M8,556,556,556,0,2025-01-12,2025-01-17,2025-01-17,0,0,0,0,0,0,105.49,150.0,0.0,58801.81,0.1,1,Normal
O0317,S4,M3,547,547,547,0,2024-01-07,2024-01-09,2024-01-09,0,0,0,0,0,0,108.96,150.0,0.0,59751.44,0.1,1,Normal
O0318,S6,M1,613,613,613,0,2025-11-04,2025-11-08,2025-11-17,9,1,0,0,1,0,92.06,420.0,40.5,56892.32,0.1,11,Peak
O0319,S3,M5,516,516,516,0,2024-04-05,2024-04-14,2024-04-14,0,0,0,0,0,0,77.01,2160.0,0.0,41894.81,0.05,4,Normal
O0320,S2,M2,399,305,305,0,2025-06-01,2025-06-07,2025-06-17,10,1,1,0,1,0,83.23,500.0,40.0,25924.92,0.35,6,Normal
O0321,S6,M7,1258,1258,1258,0,2025-12-18,2025-12-22,2025-12-22,0,0,0,0,0,0,85.38,420.0,0.0,107832.91,0.1,12,Peak
O0322,S10,M2,381,381,381,0,2024-06-08,2024-06-16,2024-06-16,0,0,0,0,0,0,97.32,1610.0,0.0,38689.34,0.35,6,Normal
O0323,S4,M8,809,809,809,0,2024-11-11,2024-11-13,2024-11-13,0,0,0,0,0,0,107.15,150.0,0.0,86833.86,0.1,11,Peak
O0324,S10,M1,734,734,734,0,2024-08-08,2024-08-15,2024-08-19,4,1,0,0,0,0,88.81,1610.0,19.2,66812.25,0.35,8,Normal
O0325,S5,M5,557,557,557,0,2024-06-27,2024-07-05,2024-07-05,0,0,0,0,0,0,86.35,1320.0,0.0,49418.36,0.35,6,Normal
O0326,S2,M3,230,230,230,0,2024-05-04,2024-05-08,2024-05-15,7,1,0,0,1,1,86.23,500.0,28.0,20360.86,0.1,5,Normal
O0327,S10,M5,469,469,469,0,2024-03-17,2024-03-22,2024-03-22,0,0,0,0,0,0,89.21,1610.0,0.0,43447.33,0.05,3,Normal
O0328,S6,M2,692,692,692,0,2024-02-13,2024-02-15,2024-02-15,0,0,0,0,0,0,87.08,420.0,0.0,60676.58,0.1,2,Normal
O0329,S1,M7,908,908,908,0,2025-11-30,2025-12-06,2025-12-06,0,0,0,0,0,0,98.64,800.0,0.0,90367.41,0.1,11,Peak
O0330,S1,M4,826,826,826,0,2025-10-24,2025-10-31,2025-10-31,0,0,0,0,0,0,93.89,800.0,0.0,78352.02,0.15,10,Peak
O0331,S7,M4,1440,1440,1440,0,2025-10-20,2025-11-01,2025-11-01,0,0,0,0,0,0,75.52,2700.0,0.0,111454.14,0.15,10,Peak
O0332,S6,M8,768,768,768,0,2025-07-11,2025-07-15,2025-07-15,0,0,0,0,0,0,85.18,420.0,0.0,65840.07,0.4,7,Normal
O0333,S6,M4,949,949,949,0,2024-01-31,2024-02-04,2024-02-12,8,1,0,0,1,0,92.4,420.0,36.0,88140.31,0.1,1,Normal
O0334,S3,M2,798,798,798,0,2024-09-10,2024-09-20,2024-09-20,0,0,0,0,0,0,80.06,2160.0,0.0,66047.55,0.25,9,Normal
O0335,S4,M7,1356,1356,1356,0,2024-12-29,2025-01-01,2025-01-01,0,0,0,0,0,0,107.08,150.0,0.0,145343.81,0.1,12,Peak
O0336,S10,M1,810,810,810,0,2025-12-21,2025-12-27,2025-12-27,0,0,0,0,0,0,96.55,1610.0,0.0,79814.79,0.1,12,Peak
O0337,S8,M5,1039,1039,1039,0,2024-06-28,2024-07-04,2024-07-14,10,1,0,0,1,0,93.11,1890.0,65.0,98692.86,0.35,6,Normal
O0338,S10,M4,672,672,672,0,2024-05-13,2024-05-19,2024-05-19,0,0,0,0,0,0,88.55,1610.0,0.0,61118.15,0.1,5,Normal
O0339,S10,M3,575,575,575,0,2024-04-23,2024-04-30,2024-04-30,0,0,0,0,0,0,92.03,1610.0,0.0,54526.7,0.05,4,Normal
O0340,S2,M6,1036,1036,1036,0,2024-11-05,2024-11-09,2024-11-09,0,0,0,0,0,0,84.89,500.0,0.0,88447.28,0.1,11,Peak
O0341,S6,M3,892,892,892,0,2025-12-25,2025-12-29,2025-12-29,0,0,0,0,0,0,86.3,420.0,0.0,77399.64,0.1,12,Peak
O0342,S5,M3,580,580,580,0,2024-06-30,2024-07-08,2024-07-08,0,0,0,0,0,0,87.14,1320.0,0.0,51860.47,0.35,6,Normal
O0343,S6,M4,1108,1108,1108,0,2025-10-16,2025-10-21,2025-10-21,0,0,0,0,0,0,92.24,420.0,0.0,102627.39,0.15,10,Peak
O0344,S3,M2,947,947,947,0,2025-12-26,2026-01-05,2026-01-05,0,0,0,0,0,0,74.63,2160.0,0.0,72833.47,0.1,12,Peak
O0345,S5,M2,279,279,279,0,2024-01-02,2024-01-10,2024-01-10,0,0,0,0,0,1,89.94,1320.0,0.0,26412.63,0.1,1,Normal
O0346,S7,M6,787,787,787,0,2025-07-13,2025-07-27,2025-07-27,0,0,0,0,0,0,70.02,2700.0,0.0,57809.04,0.4,7,Normal
O0347,S8,M2,381,381,381,0,2024-02-04,2024-02-12,2024-02-12,0,0,0,0,0,0,101.8,1890.0,0.0,40676.46,0.1,2,Normal
O0348,S3,M2,865,865,865,0,2025-07-14,2025-07-22,2025-07-22,0,0,0,0,0,0,79.6,2160.0,0.0,71009.79,0.4,7,Normal
